[ 2026-05-16 16:35:20,579 ] 18 root - INFO - Initiate Data Ingestion
[ 2026-05-16 16:35:24,423 ] 63 root - INFO - Train Test Split Completed on the Dataframe
[ 2026-05-16 16:35:24,425 ] 72 root - INFO - Exporting Train and Test File Path
[ 2026-05-16 16:35:24,532 ] 82 root - INFO - Exported train and test file path
[ 2026-05-16 16:35:24,533 ] 20 root - INFO - Data Ingestion completed
[ 2026-05-16 16:35:24,556 ] 27 root - INFO - Initiate Data Validation
[ 2026-05-16 16:35:24,649 ] 36 root - INFO - Required no of cols= 2
[ 2026-05-16 16:35:24,650 ] 37 root - INFO - Dataframe has: 31
[ 2026-05-16 16:35:24,650 ] 89 root - INFO - Train df doesnt contain all columns
[ 2026-05-16 16:35:24,791 ] 29 root - INFO - Data Validation Completed
[ 2026-05-16 16:35:24,792 ] 36 root - INFO - Intitate Data Transformation
[ 2026-05-16 16:35:24,792 ] 55 root - INFO - Entered initiate data transformation of DataTransformation class
[ 2026-05-16 16:35:24,792 ] 57 root - INFO - Starting data_transformation
[ 2026-05-16 16:35:24,827 ] 39 root - INFO - Entered get_data_transformation_object in DataTransformation class
[ 2026-05-16 16:35:24,828 ] 43 root - INFO - Initialised KNN Imputer with params: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-16 16:35:24,850 ] 40 root - INFO - Entered save object of Main Utils class
[ 2026-05-16 16:35:24,854 ] 44 root - INFO - Exited the save_object method of main utils class
[ 2026-05-16 16:35:24,855 ] 38 root - INFO - Data Transformation Completed
