[ 2026-05-18 02:08:26,535 ] 19 root - INFO - Initiate Data Ingestion
[ 2026-05-18 02:08:30,230 ] 63 root - INFO - Train Test Split Completed on the Dataframe
[ 2026-05-18 02:08:30,232 ] 72 root - INFO - Exporting Train and Test File Path
[ 2026-05-18 02:08:30,297 ] 82 root - INFO - Exported train and test file path
[ 2026-05-18 02:08:30,297 ] 21 root - INFO - Data Ingestion completed
[ 2026-05-18 02:08:30,303 ] 28 root - INFO - Initiate Data Validation
[ 2026-05-18 02:08:30,367 ] 36 root - INFO - Required no of cols= 2
[ 2026-05-18 02:08:30,367 ] 37 root - INFO - Dataframe has: 31
[ 2026-05-18 02:08:30,367 ] 89 root - INFO - Train df doesnt contain all columns
[ 2026-05-18 02:08:30,692 ] 30 root - INFO - Data Validation Completed
[ 2026-05-18 02:08:30,692 ] 37 root - INFO - Intitate Data Transformation
[ 2026-05-18 02:08:30,693 ] 55 root - INFO - Entered initiate data transformation of DataTransformation class
[ 2026-05-18 02:08:30,693 ] 57 root - INFO - Starting data_transformation
[ 2026-05-18 02:08:30,735 ] 39 root - INFO - Entered get_data_transformation_object in DataTransformation class
[ 2026-05-18 02:08:30,735 ] 43 root - INFO - Initialised KNN Imputer with params: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-18 02:08:30,758 ] 43 root - INFO - Entered save object of Main Utils class
[ 2026-05-18 02:08:30,761 ] 47 root - INFO - Exited the save_object method of main utils class
[ 2026-05-18 02:08:30,762 ] 39 root - INFO - Data Transformation Completed
[ 2026-05-18 02:08:30,764 ] 46 root - INFO - Initiate Model Training
[ 2026-05-18 02:14:13,420 ] 43 root - INFO - Entered save object of Main Utils class
[ 2026-05-18 02:14:13,505 ] 47 root - INFO - Exited the save_object method of main utils class
[ 2026-05-18 02:14:13,506 ] 124 root - INFO - Created model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_18_2026_02_08_22\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.991889699918897, precision_score=0.9900829791540174, recall_score=0.9937030266097908), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9718649517684887, precision_score=0.9641148325358851, recall_score=0.979740680713128), best_model_name='Random Forest', best_model_params={'n_estimators': [8, 16, 32, 128, 256]})
[ 2026-05-18 02:14:13,513 ] 48 root - INFO - Model Training Completed
